location,total_sqft,bath,balcony,price,bhk
Abbaiah Reddy Layout,1200.0,2.0,2.0,50.0,2.0
Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0
Electronic City,1070.0,2.0,1.0,46.0,2.0
TC Palaya,1200.0,2.0,0.0,66.0,2.0
9th Phase JP Nagar,1127.0,2.0,1.0,50.0,2.0
Indira Nagar,1210.0,2.0,1.0,102.0,2.0
Jyothi Nagar,600.0,2.0,1.0,23.0,2.0
Tata Nagar,1364.0,2.0,2.0,70.0,2.0
Whitefield,2268.0,3.0,0.0,146.0,4.0
RK Layout 2nd Stage,1150.0,2.0,2.0,77.5,3.0
Tirumanahalli,1146.0,2.0,1.0,39.5,2.0
Magadi Road,1345.0,2.0,2.0,55.0,2.0
Mylasandra,1110.0,2.0,2.0,41.0,2.0
Kengeri,750.0,2.0,1.0,36.0,2.0
Motappa Layout,1156.0,2.0,2.0,49.5,2.0
Pattandur Agrahara,1247.0,2.0,1.0,59.8,2.0
Mangammanapalya,1058.0,2.0,2.0,60.0,2.0
Kaggalipura,950.0,2.0,1.0,48.0,2.0
Vasanthapura,420.0,2.0,0.0,35.0,2.0
BTM 1st Stage,600.0,2.0,2.0,90.0,4.0
Vijayanagar,1520.0,2.0,1.0,103.0,3.0
Marathahalli,1215.0,2.0,2.0,58.86,2.0
Raghuvanahalli,900.0,1.0,1.0,30.0,1.0
Hennur Road,2350.0,3.0,2.0,174.0,3.0
Thanisandra,1050.0,2.0,2.0,46.0,2.0
 Devarabeesana Halli,1672.0,3.0,2.0,150.0,3.0
Laggere,2800.0,5.0,2.0,125.0,5.0
MCECHS  layout,1500.0,2.0,2.0,65.0,3.0
Geddalahalli,1400.0,2.0,2.0,65.0,2.0
8th Phase JP Nagar,2700.0,4.0,2.0,130.0,4.0
Bommasandra,920.0,2.0,1.0,37.46,2.0
Sarjapur  Road,1200.0,3.0,2.0,70.0,3.0
Brindavan Nagar,1250.0,3.0,2.0,139.0,3.0
Cooke Town,2043.0,6.0,0.0,375.0,5.0
HSR Layout,1140.0,2.0,2.0,46.0,2.0
Haralur Road,1464.0,2.0,2.0,56.0,2.0
Ambedkar Colony,1468.0,3.0,2.0,130.0,2.0
Electronics City Phase 1,1555.0,2.0,1.0,82.0,3.0
Whitefield,1150.0,2.0,0.0,55.0,2.0
Kadubeesanahalli,970.0,2.0,1.0,35.0,2.0
Banashankari,2500.0,4.0,3.0,95.0,4.0
Seetharampalya,1166.0,2.0,1.0,53.0,2.0
Konanakunte,2779.0,3.0,1.0,317.0,3.0
Electronic City,1350.0,3.0,2.0,58.0,3.0
Mariyannapalya,900.0,2.0,3.0,46.0,2.0
7th Phase JP Nagar,1300.0,2.0,2.0,52.0,3.0
Kanaka Nagar,1190.0,3.0,1.0,55.0,3.0
Kodichikkanahalli,1495.0,2.0,2.0,75.0,3.0
Indira Nagar,1224.0,2.0,2.0,105.0,2.0
Banashankari Stage III,1350.0,2.0,2.0,68.0,3.0
Green Glen Layout,940.0,2.0,1.0,56.8,2.0
Raja Rajeshwari Nagar,1100.0,2.0,1.0,55.0,2.0
Kaikondrahalli,1300.0,2.0,2.0,61.0,2.0
Palace Road,1480.0,2.0,0.0,145.0,3.0
Hoodi,1105.0,2.0,2.0,46.37,2.0
Sarjapur  Road,2600.0,3.0,2.0,200.0,3.0
Yelahanka,1517.0,3.0,2.0,76.3,3.0
Horamavu Banaswadi,3800.0,8.0,0.0,200.0,6.0
Jalahalli,1615.0,3.0,2.0,89.75,3.0
MCECHS  layout,1500.0,3.0,2.0,65.0,3.0
Mysore Road,1082.0,3.0,1.0,50.5,3.0
Marathahalli,1365.0,2.0,2.0,73.0,2.0
CV Raman Nagar,1392.0,2.0,1.0,98.0,2.0
Kodigehalli,1086.0,2.0,1.0,33.66,2.0
Hennur Road,1586.0,3.0,3.0,93.94,3.0
Hennur,1100.0,2.0,1.0,60.0,2.0
Electronic City Phase II,1065.0,2.0,1.0,30.75,2.0
TC Palaya,1500.0,2.0,1.0,120.0,3.0
7th Phase JP Nagar,1575.0,2.0,2.0,120.0,3.0
Hennur Road,1975.0,3.0,3.0,123.0,3.0
Nelamangala,820.0,2.0,2.0,24.0,2.0
Gubbalala,1745.0,3.0,2.0,110.0,3.0
Nagarbhavi,1223.0,2.0,1.0,60.0,2.0
Ananth Nagar,1200.0,2.0,1.0,65.0,3.0
Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2.0
Binny Pete,665.0,1.0,1.0,46.08,1.0
Bharathi Nagar,1351.0,2.0,2.0,70.0,2.0
Hebbal,1355.0,3.0,1.0,83.87,3.0
Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3.0
Thanisandra,1588.0,3.0,1.0,75.55,3.0
Amruthahalli,900.0,2.0,1.0,60.0,2.0
Bhuvaneshwari Nagar,440.0,3.0,0.0,50.0,3.0
Harlur,3385.0,4.0,0.0,260.0,4.0
Panathur,1370.0,2.0,2.0,75.0,3.0
Whitefield,1500.0,3.0,1.0,71.8,3.0
Pulikeshi Nagar,2280.0,3.0,0.0,285.0,3.0
Kanakpura Road,1100.0,3.0,2.0,53.0,3.0
Hoodi,1247.0,2.0,0.0,53.0,2.0
Domlur Layout,2000.0,3.0,2.0,200.0,3.0
Balagere,1020.07,2.0,1.0,68.38,2.0
Gunjur Palya,1033.0,2.0,2.0,32.0,3.0
B Narayanapura,1460.0,2.0,3.0,73.0,3.0
Garudachar Palya,1150.0,2.0,2.0,52.8,2.0
Babusapalaya,1141.0,2.0,1.0,46.0,2.0
Yelahanka,2912.5,6.0,0.0,125.5,4.0
Hosa Road,1665.0,2.0,3.0,125.0,3.0
Kanakapura,1295.0,2.0,2.0,64.0,2.0
Haralur Road,1230.0,2.0,1.0,78.0,2.0
Anand Nagar,1080.0,2.0,2.0,75.0,3.0
Kaggalipura,1000.0,2.0,1.0,60.0,2.0
Whitefield,630.5,1.0,0.0,32.79,1.0
Rayasandra,1708.0,3.0,2.0,75.0,3.0
Thanisandra,1697.0,3.0,2.0,115.0,3.0
Whitefield,3537.0,5.0,3.0,210.0,4.0
Hosa Road,615.0,1.0,1.0,28.29,1.0
Banashankari,1350.0,2.0,0.0,83.0,3.0
Kanakpura Road,1530.0,3.0,0.0,66.4,3.0
Jalahalli,1083.0,2.0,1.0,32.49,2.0
Gottigere,1460.0,2.0,2.0,65.0,3.0
Babusapalaya,1084.0,2.0,1.0,58.0,2.0
Bommasandra,1035.0,2.0,1.0,41.43,2.0
Vijaya Bank Layout,2400.0,2.0,1.0,150.0,3.0
Hosur Road,460.0,1.0,1.0,21.0,1.0
Whitefield,1285.0,2.0,2.0,55.9,2.0
Sarjapur,1200.0,3.0,2.0,78.0,3.0
Raghuvanahalli,1070.0,2.0,1.0,35.0,2.0
Hegde Nagar,1801.0,3.0,2.0,140.0,3.0
Whitefield,1697.0,3.0,2.0,115.0,3.0
AECS Layout,1199.0,2.0,2.0,65.0,2.0
Iblur Village,2300.0,3.0,1.0,220.0,3.0
Mysore Road,1340.0,2.0,3.0,64.31,3.0
Marathahalli,3800.0,4.0,3.0,205.0,4.0
Wilson Garden,1125.0,2.0,1.0,75.0,2.0
Anandapura,1200.0,2.0,1.0,67.0,2.0
Subramanyapura,1050.0,2.0,3.0,41.0,2.0
Nagarbhavi,956.0,2.0,1.0,49.0,2.0
Sarjapur,1000.0,2.0,2.0,30.0,2.0
Dooravani Nagar,1596.0,3.0,0.0,95.0,3.0
Kanakpura Road,1296.0,2.0,3.0,89.06,2.0
Challaghatta,1639.0,3.0,3.0,123.0,3.0
Electronic City Phase II,1219.0,2.0,1.0,61.25,2.0
Uttarahalli,1200.0,3.0,1.0,50.0,3.0
Bannerghatta Road,1218.0,2.0,1.0,73.0,2.0
Nyanappana Halli,920.0,2.0,3.0,37.0,2.0
Yeshwanthpur,2559.0,3.0,2.0,141.0,3.0
2nd Phase Judicial Layout,525.0,1.0,1.0,26.0,1.0
Bannerghatta Road,1427.0,2.0,2.0,48.51,3.0
Kothannur,1270.0,3.0,2.0,45.0,3.0
Ramagondanahalli,920.0,2.0,3.0,65.0,2.0
Dommasandra,2700.0,3.0,2.0,68.0,4.0
Indira Nagar 3rd Stage,1740.0,3.0,2.0,199.0,3.0
Ramamurthy Nagar,1355.0,2.0,0.0,40.0,3.0
Lingadheeranahalli,1530.0,2.0,2.0,90.0,3.0
Gokula Extension,1372.0,2.0,1.0,90.0,3.0
Nehru Nagar,2363.0,5.0,2.0,120.0,4.0
Marathahalli,3895.0,4.0,3.0,220.0,4.0
Jakkur,1950.0,3.0,2.0,131.0,3.0
Hoysalanagar,885.0,2.0,3.0,40.0,2.0
Yelahanka,600.0,2.0,2.0,27.0,2.0
Vijayanagar,1380.0,2.0,0.0,225.0,2.0
Kanakpura Road,1339.0,2.0,2.0,62.0,2.0
Whitefield,1130.0,2.0,1.0,36.0,2.0
Uttarahalli,1085.0,2.0,2.0,43.0,2.0
Yeshwanthpur,1430.0,3.0,2.0,72.0,3.0
AGS Layout,1490.0,2.0,1.0,59.6,3.0
Bellandur,1286.0,2.0,2.0,57.0,2.0
KR Garden,925.0,2.0,2.0,63.0,2.0
Bellandur,3016.0,4.0,3.0,230.0,4.0
Haralur Road,1000.0,2.0,2.0,44.0,2.0
Whitefield,1215.0,2.0,2.0,39.0,2.0
Kanakadasa Layout,1200.0,3.0,1.0,95.0,4.0
Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2.0
Yeshwanthpur,673.0,1.0,1.0,36.85,1.0
Anandapura,1200.0,2.0,1.0,58.0,2.0
Malleshwaram,1600.0,3.0,3.0,160.0,3.0
Mallathahalli,1200.0,2.0,0.0,79.0,2.0
Jayamahal Extension,2500.0,3.0,0.0,270.0,3.0
Devanahalli,2400.0,5.0,3.0,100.0,5.0
Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2.0
Kanakpura Road,1470.0,2.0,2.0,61.74,2.0
Laxminarayana Layout,1584.0,3.0,2.0,145.0,4.0
Marathahalli,1785.0,3.0,2.0,94.0,3.0
Koramangala,2292.0,3.0,2.0,286.0,3.0
Kothanur,1460.0,3.0,3.0,71.0,3.0
Kasturi Nagar,1500.0,2.0,3.0,80.0,3.0
Sanjay nagar,3300.0,3.0,0.0,250.0,5.0
Chikkalasandra,1230.0,2.0,2.0,48.0,2.0
Yelahanka New Town,650.0,1.0,1.0,20.0,1.0
Benson Town,1480.0,2.0,0.0,120.0,2.0
Thanisandra,1220.0,2.0,1.0,43.92,2.0
Dooravani Nagar,1570.0,3.0,1.0,115.0,3.0
Sadashiva Nagar,3000.0,3.0,3.0,400.0,3.0
Mallasandra,1665.0,3.0,2.0,86.91,3.0
Ramamurthy Nagar,1100.0,2.0,0.0,68.0,2.0
Kathriguppe,1350.0,2.0,1.0,87.01,3.0
Kasavanhalli,1719.0,3.0,2.0,116.0,3.0
Budigere,664.0,1.0,1.0,35.0,1.0
Sonnenahalli,1011.0,2.0,1.0,50.53,2.0
Akshya Nagar,2400.0,6.0,0.0,130.0,6.0
Basaveshwara Nagar Yelahanka,1680.0,3.0,2.0,85.0,3.0
Yeshwanthpur,717.0,2.0,0.0,49.475,2.0
Whitefield,1520.0,2.0,2.0,150.0,3.0
Uttarahalli,1350.0,2.0,2.0,53.0,3.0
Kothanur,1760.0,3.0,0.0,150.0,3.0
Pattandur Agrahara,875.0,2.0,1.0,33.0,2.0
Hennur,1231.0,2.0,2.0,48.0,2.0
Somasundara Palya,1174.0,2.0,3.0,74.0,2.0
Munnekollal,1560.0,3.0,3.0,75.0,3.0
HOSUR MAIN ROAD,1464.0,2.0,2.0,56.0,2.0
Kanakpura Road,2200.0,3.0,2.0,130.0,3.0
Shivaji Nagar,850.0,2.0,2.0,55.0,2.0
Sahyadri Layout,1750.0,3.0,1.0,180.0,3.0
1st Phase JP Nagar,2024.0,3.0,0.0,157.0,3.0
Mathikere SBM colony,1500.0,1.0,0.0,160.0,2.0
"white field,kadugodi",2100.0,6.0,0.0,275.0,6.0
Kodihalli,2408.0,4.0,2.0,260.0,3.0
Devanahalli,1080.0,2.0,1.0,44.0,2.0
Indira Nagar,2070.0,3.0,2.0,225.0,3.0
Electronic City,1020.0,2.0,1.0,29.46,2.0
Begur Road,1500.0,2.0,3.0,55.0,3.0
Kodichikkanahalli,3250.0,4.0,1.0,180.0,4.0
Uttarahalli,1175.0,2.0,1.0,47.0,2.0
Channasandra,1030.0,2.0,1.0,34.5,2.0
Hebbal,1440.0,2.0,1.0,115.0,2.0
Hoodi,1500.0,2.0,1.0,84.0,2.0
Thanisandra,1380.0,1.0,1.0,62.1,1.0
Bagalur,1200.0,2.0,3.0,50.0,2.0
Vinayak Nagar,705.0,1.0,2.0,36.5,1.0
Harlur,2240.0,5.0,2.0,155.0,3.0
Hegde Nagar,1584.01,3.0,1.0,103.0,3.0
P Krishnappa Layout,1340.0,3.0,3.0,77.0,3.0
Green Garden Layout,1800.0,3.0,2.0,70.0,3.0
R.T. Nagar,1200.0,2.0,3.0,45.0,2.0
Sarjapur  Road,685.0,1.0,1.0,40.0,1.0
Kalkere,925.0,2.0,3.0,42.0,2.0
Crimson Layout,1230.0,2.0,2.0,57.0,2.0
Kodichikkanahalli,1125.0,2.0,1.0,52.0,2.0
Hebbal,1100.0,2.0,1.0,54.0,2.0
Jigani,2400.0,3.0,2.0,149.0,3.0
Electronic City Phase II,1400.0,2.0,2.0,41.58,3.0
Jakkur,1858.0,3.0,1.0,98.3,3.0
Adityanagar,1260.0,1.0,1.0,41.0,1.0
Ambedkar Nagar,3530.0,4.0,2.0,290.0,4.0
HSR Layout,1185.0,2.0,2.0,60.0,2.0
RMV 2nd Stage,1200.0,2.0,1.0,216.0,2.0
Hennur,1255.0,2.0,1.0,58.0,2.0
Rajaji Nagar,3436.0,6.0,3.0,475.0,4.0
Kudlu Gate,1335.0,3.0,2.0,89.0,3.0
Dodda Nekkundi,1999.0,3.0,2.0,132.0,3.0
Kanaka Nagar,1200.0,2.0,1.0,125.0,2.0
Kundalahalli,1397.0,3.0,2.0,110.0,3.0
Yelahanka New Town,1200.0,2.0,1.0,130.0,2.0
Chikka Tirupathi,1616.0,3.0,0.0,95.0,3.0
Hanumantha Nagar,1270.0,2.0,1.0,175.0,4.0
Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2.0
Kanakpura Road,525.0,1.0,1.0,30.0,1.0
Varthur,1200.0,2.0,1.0,98.0,3.0
Balagere,1205.47,2.0,1.0,81.0,2.0
T Dasarahalli,1200.0,3.0,2.0,130.0,3.0
Electronic City,1700.0,3.0,2.0,75.0,3.0
Kanakpura Road,1090.0,2.0,1.0,54.54,2.0
Yeshwanthpur,3600.0,5.0,0.0,220.0,4.0
Thanisandra,923.0,1.0,1.0,60.84,1.0
Muthurayya Swamy Layout,3595.0,6.0,2.0,360.0,4.0
Green Glen Layout,1050.0,2.0,2.0,48.0,2.0
Whitefield,1495.0,2.0,2.0,79.5,2.0
Hennur Road,1664.0,3.0,0.0,93.865,3.0
Narayanapura,1485.0,3.0,2.0,85.0,3.0
Dommasandra,1033.0,2.0,2.0,31.5,3.0
Electronic City,1400.0,2.0,1.0,48.0,3.0
Indira Nagar,500.0,1.0,0.0,70.0,1.0
Sarjapur  Road,944.0,2.0,1.0,35.0,2.0
Whitefield,3250.0,5.0,0.0,290.0,5.0
Whitefield,1216.0,2.0,1.0,66.48,2.0
Thirumenahalli,1100.0,2.0,1.0,39.5,2.0
Thanisandra,1743.0,3.0,2.0,93.25,3.0
Yelahanka,1274.0,2.0,2.0,48.42,2.0
Lavelle Road,2500.0,3.0,2.0,425.0,3.0
Mysore Road,1512.0,2.0,2.0,110.0,3.0
Dollars Colony,3100.0,5.0,1.0,385.0,4.0
Cox Town,1650.0,3.0,3.0,100.0,3.0
Doddathoguru,1875.0,3.0,1.0,55.0,3.0
Whitefield,1350.0,3.0,2.0,54.0,3.0
Rajiv Gandhi Nagar,1219.0,2.0,2.0,40.0,2.0
Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3.0
Hormavu,1141.0,2.0,1.0,44.4,2.0
Anandapura,1151.0,2.0,1.0,43.1,2.0
Bommenahalli,832.0,3.0,1.0,77.0,3.0
Sarjapur  Road,915.0,2.0,1.0,38.0,2.0
Rajankunte,3259.0,3.0,0.0,270.0,3.0
Bannerghatta Road,1115.0,2.0,1.0,65.12,2.0
Thigalarapalya,2072.0,4.0,2.0,139.0,3.0
Kaggadasapura,1200.0,2.0,2.0,53.0,2.0
Singasandra,1300.0,2.0,2.0,65.0,2.0
Bellandur,1457.0,2.0,2.0,85.0,2.0
Kannamangala,1262.0,2.0,2.0,55.0,2.0
BEML Layout,1196.0,3.0,1.0,150.0,4.0
Attibele,420.0,1.0,1.0,17.0,1.0
Kanakapura,1160.0,2.0,1.0,46.39,2.0
Kasavanhalli,1115.0,2.0,2.0,50.0,2.0
JP Nagar,1315.0,2.0,1.0,85.4,3.0
Babusapalaya,1500.0,2.0,2.0,57.0,2.0
HSR Layout,1127.0,2.0,1.0,68.0,2.0
Kundalahalli,1397.0,3.0,2.0,104.0,3.0
Whitefield,1173.0,2.0,1.0,60.0,2.0
Sompura,1090.0,2.0,2.0,28.0,2.0
Sarjapur  Road,2720.0,5.0,0.0,210.0,3.0
Jakkur,1230.0,2.0,1.0,76.0,2.0
6th Block Rajaji Nagar,3200.0,3.0,3.0,190.0,4.0
Sarjapur  Road,858.0,2.0,1.0,31.57,2.0
Talaghattapura,1868.0,3.0,1.0,121.0,3.0
Uttarahalli,1689.28,3.0,2.0,91.2,3.0
Vishwapriya Layout,600.0,3.0,2.0,73.0,4.0
Banashankari,1425.0,3.0,3.0,49.88,3.0
Tindlu,1350.0,2.0,1.0,100.0,2.0
Uttarahalli,1310.0,2.0,1.0,85.0,3.0
Haralur Road,3185.0,4.0,0.0,175.0,4.0
MLA Layout,970.0,2.0,1.0,40.0,2.0
Kundalahalli,1397.0,3.0,3.0,108.0,3.0
Sarjapur,1157.0,2.0,1.0,40.0,2.0
Kasavanhalli,1125.0,2.0,1.0,61.2,2.0
Sonnenahalli,1157.0,2.0,1.0,42.0,2.0
Sarjapur  Road,1241.0,2.0,1.0,82.0,2.0
Binny Pete,660.0,1.0,1.0,62.0,1.0
Rajiv Nagar,2340.0,4.0,1.0,148.0,4.0
Venkatadri Layout,596.0,1.0,1.0,42.0,1.0
Ambedkar Colony,1910.0,3.0,1.0,190.0,3.0
Brookefield,1139.0,2.0,2.0,80.0,2.0
Thigalarapalya,3122.0,5.0,2.0,225.0,4.0
Sarjapura - Attibele Road,1033.0,2.0,2.0,28.41,2.0
Yeshwanthpur,1168.0,2.0,2.0,64.08,2.0
Chandapura,877.0,2.0,3.0,42.0,2.0
Electronics City Phase 1,1340.0,2.0,2.0,75.0,2.0
B Narayanapura,1405.0,2.0,2.0,70.0,3.0
Siddapura,1800.0,3.0,3.0,65.0,3.0
 Devarabeesana Halli,1750.0,3.0,3.0,149.0,3.0
Motappa Layout,1360.0,2.0,1.0,65.0,3.0
Malleshwaram,675.0,2.0,0.0,148.0,3.0
Byrasandra,985.0,2.0,1.0,63.0,2.0
Victoria Layout,1300.0,2.0,1.0,129.0,2.0
7th Phase JP Nagar,1850.0,3.0,2.0,150.0,3.0
Rustam Bagh Layout,1490.0,2.0,3.0,88.0,3.0
Byagadadhenahalli,620.0,1.0,1.0,25.0,2.0
Hormavu,1130.0,2.0,1.0,42.3,2.0
Yelachenahalli,1080.0,2.0,2.0,55.0,2.0
Singasandra,3126.0,4.0,0.0,120.0,4.0
Begur Road,1410.0,2.0,3.0,52.17,3.0
Bommanahalli,1375.0,3.0,2.0,59.0,3.0
Hennur Road,1290.0,2.0,1.0,94.5,3.0
Hosa Road,1318.0,2.0,1.0,85.28,3.0
Electronic City,1128.0,2.0,1.0,68.0,2.0
Kanakpura Road,1051.0,2.0,2.0,56.74,2.0
Kengeri,3500.0,5.0,0.0,275.0,3.0
Kannamangala,2400.0,4.0,1.0,130.0,4.0
Yelahanka,1327.0,2.0,3.0,85.0,2.0
Thigalarapalya,2912.0,6.0,2.0,210.0,4.0
Basapura,1301.0,2.0,2.0,55.0,2.0
Thippasandra,650.0,1.0,0.0,30.0,1.0
Varthur,1200.0,3.0,1.0,67.75,3.0
Banagiri Nagar,1500.0,2.0,2.0,89.99,3.0
Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0
Sarjapur  Road,984.0,2.0,1.0,45.91,2.0
Jakkur,1819.18,3.0,1.0,160.0,3.0
Nagarbhavi,900.0,1.0,0.0,175.0,1.0
Hebbal,1355.0,3.0,1.0,83.87,3.0
Sarakki Nagar,2145.0,4.0,1.0,270.0,3.0
Malleshwaram,2475.0,4.0,3.0,300.0,3.0
Kaggadasapura,1118.0,2.0,0.0,30.0,2.0
Roopena Agrahara,910.0,1.0,1.0,42.0,1.0
Madiwala,1250.0,3.0,2.0,39.0,3.0
Hosakerehalli,1304.0,2.0,3.0,100.0,2.0
Begur Road,1615.0,3.0,2.0,58.0,3.0
Sarjapur  Road,1400.0,2.0,2.0,68.0,2.0
CV Raman Nagar,1070.0,2.0,2.0,47.5,2.0
Hebbal,3500.0,3.0,3.0,395.0,3.0
Hoodi,1132.0,2.0,1.0,89.37,2.0
Rajarajeshwari Nagara,2000.0,3.0,2.0,85.0,3.0
Sector 2 HSR Layout,794.0,1.0,2.0,65.0,1.0
Raja Rajeshwari Nagar,1090.0,2.0,2.0,43.59,2.0
Gottigere,1500.0,3.0,2.0,70.0,3.0
1st Phase JP Nagar,2059.0,3.0,2.0,225.0,3.0
Kanakpura Road,525.0,1.0,1.0,30.0,1.0
Bhoganhalli,1447.0,2.0,1.0,75.97,2.0
Whitefield,1269.0,2.0,1.0,75.0,2.0
Kanakpura Road,1070.0,2.0,2.0,37.45,2.0
Marathahalli,1208.0,2.0,2.0,70.0,2.0
Ramamurthy Nagar,1185.0,2.0,1.0,45.5,2.0
Laggere,1200.0,3.0,1.0,130.0,3.0
Anekal,888.0,2.0,1.0,34.0,2.0
Chandapura,1015.0,2.0,2.0,25.88,2.0
Celebrity Paradise Layout,532.0,1.0,1.0,22.49,1.0
St Thomas Town,1060.0,3.0,1.0,62.0,3.0
Electronic City,700.0,1.0,1.0,35.0,1.0
Ckikkakammana Halli,902.0,2.0,2.0,42.0,2.0
Banashankari 2nd Stage,600.0,3.0,3.0,95.0,6.0
Uttarahalli,1175.0,2.0,1.0,47.0,2.0
Binny Pete,1365.0,2.0,1.0,122.0,2.0
Doddathoguru,984.0,2.0,1.0,51.0,2.0
Hebbal,2700.0,2.0,2.0,100.0,4.0
Jalahalli East,1475.0,3.0,2.0,96.0,3.0
Haralur Road,1300.0,2.0,2.0,79.0,2.0
Babusapalaya,1453.0,2.0,2.0,43.59,3.0
Munivenkatppa Layout,1550.0,2.0,3.0,160.0,2.0
Akshaya Nagar,1666.0,3.0,0.0,95.0,3.0
Murugeshpalya,1845.0,3.0,3.0,91.0,3.0
Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3.0
Uttarahalli,1137.0,2.0,1.0,63.0,2.0
Electronic City,1360.0,2.0,1.0,70.5,3.0
Vijaya Bank Layout,1374.0,2.0,2.0,70.0,3.0
Judicial Layout,1700.0,3.0,2.0,155.0,3.0
Whitefield,3227.0,5.0,0.0,250.0,5.0
Ferrar Nagar,2145.0,4.0,0.0,125.0,4.0
Kasavanhalli,2170.0,3.0,2.0,151.0,3.0
Bank Of Baroda Colony,1080.0,2.0,1.0,55.0,2.0
Electronic City Phase II,1790.0,3.0,3.0,100.0,3.0
Doddathoguru,550.0,1.0,1.0,17.0,1.0
Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3.0
Somasundara Palya,1033.0,2.0,2.0,48.0,2.0
Kamala Nagar,1000.0,2.0,1.0,80.0,2.0
Binny Pete,2940.0,6.0,2.0,280.0,4.0
Kumarapalli,1240.0,2.0,2.0,52.6,2.0
Kambipura,883.0,2.0,1.0,39.0,2.0
Outer Ring Road East,1500.0,2.0,0.0,97.0,3.0
Marathahalli,1730.0,3.0,3.0,139.0,3.0
Kasavanhalli,1915.0,3.0,3.0,80.0,3.0
Whitefield,1545.0,3.0,2.0,79.0,3.0
Hebbal Kempapura,1150.0,2.0,2.0,40.0,2.0
HAL 3rd Stage,1200.0,2.0,2.0,49.0,2.0
Kengeri,963.0,2.0,2.0,40.0,2.0
Marsur,1200.0,3.0,1.0,120.0,3.0
Basavangudi,2600.0,4.0,3.0,260.0,4.0
Lingadheeranahalli,1682.0,3.0,1.0,120.0,3.0
Yelahanka,1371.0,2.0,2.0,65.0,3.0
Hennur Road,901.0,2.0,1.0,49.5,2.0
Ambalipura,1730.0,3.0,1.0,120.0,3.0
EPIP Zone,1500.0,3.0,3.0,102.0,3.0
Sarjapur  Road,3785.0,6.0,0.0,280.0,4.0
Nagawara Junction,3500.0,4.0,2.0,245.0,4.0
Lingarajapuram,1203.0,2.0,1.0,59.86,2.0
Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2.0
Vasantha Vallabha Nagar,1600.0,3.0,2.0,76.0,3.0
Yelahanka New Town,350.0,1.0,1.0,13.5,1.0
Varthur,1665.0,3.0,1.0,53.0,3.0
Ramamurthy Nagar,1400.0,3.0,3.0,200.0,3.0
Sarjapur  Road,835.0,1.0,1.0,46.95,1.0
Chandra Layout,815.0,3.0,2.0,160.0,2.0
Haralur Road,1444.0,2.0,1.0,80.0,3.0
Kanakapura,1277.0,2.0,2.0,55.0,2.0
Lingadheeranahalli,1521.0,3.0,1.0,94.71,3.0
Maithri Layout,1134.0,2.0,1.0,40.0,2.0
Vasanthapura,995.0,2.0,1.0,34.82,2.0
Old Madras Road,2760.0,5.0,2.0,157.0,3.0
Marathahalli,1325.0,1.0,1.0,92.0,2.0
Marathahalli,1525.0,3.0,2.0,90.0,3.0
Raja Rajeshwari Nagar 5th Stage,1320.0,2.0,2.0,73.0,3.0
Electronics City Phase 1,650.0,1.0,1.0,23.0,1.0
Old Airport Road,1858.0,2.0,1.0,167.0,3.0
Electronic City,1150.0,2.0,1.0,38.0,2.0
Electronic City Phase II,769.0,2.0,1.0,40.0,2.0
Electronic City,1571.0,3.0,2.0,105.0,3.0
Hennur Road,1445.0,3.0,1.0,86.56,3.0
Hosur Road,1590.0,2.0,2.0,135.0,3.0
Bommasandra,902.0,2.0,2.0,49.0,2.0
Sarjapur,2238.0,3.0,1.0,140.0,3.0
Electronic City,1090.0,2.0,1.0,31.49,2.0
Yelahanka,1712.0,3.0,3.0,82.0,3.0
Haralur Road,1088.0,2.0,1.0,68.0,2.0
Somasundara Palya,1575.0,3.0,3.0,63.1,3.0
Nanjappa Garden,2150.0,6.0,3.0,205.0,6.0
Kundalahalli,1920.0,3.0,2.0,150.0,3.0
Margondanahalli,1000.0,2.0,0.0,57.0,2.0
Chennammana Kere,1100.0,2.0,2.0,56.1,2.0
Electronic City,1089.0,2.0,2.0,45.0,2.0
Horamavu Agara,1106.0,2.0,1.0,43.09,2.0
Kengeri,927.0,2.0,2.0,37.0,2.0
Kanakpura Road,1339.0,2.0,2.0,58.0,2.0
Thanisandra,923.0,1.0,1.0,45.69,1.0
Sarjapur  Road,2900.0,3.0,2.0,285.0,3.0
Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2.0
Thubarahalli,975.0,2.0,1.0,55.0,2.0
Hebbal,2400.0,4.0,1.0,180.0,3.0
Subramanyapura,1330.0,3.0,2.0,72.0,3.0
Thanisandra,1183.0,2.0,1.0,59.74,2.0
Harlur,1758.0,3.0,2.0,133.0,3.0
Nagarbhavi,1200.0,3.0,2.0,265.0,3.0
Hebbal,1255.0,2.0,1.0,77.68,3.0
Pai Layout,1100.0,2.0,2.0,50.0,2.0
