location,total_sqft,bath,balcony,bhk,price
Kanakpura Road,1339.0,2.0,2.0,2.0,62.0
Whitefield,1130.0,2.0,1.0,2.0,36.0
Uttarahalli,1085.0,2.0,2.0,2.0,43.0
Yeshwanthpur,1430.0,3.0,2.0,3.0,72.0
Bellandur,1286.0,2.0,2.0,2.0,57.0
Bellandur,3016.0,4.0,3.0,4.0,230.0
Haralur Road,1000.0,2.0,2.0,2.0,44.0
Whitefield,1215.0,2.0,2.0,2.0,39.0
Lakshminarayana Pura,1336.0,2.0,2.0,2.0,100.0
Yeshwanthpur,673.0,1.0,1.0,1.0,36.85
Malleshwaram,1600.0,3.0,3.0,3.0,160.0
Devanahalli,2400.0,5.0,3.0,5.0,100.0
Kanakpura Road,1470.0,2.0,2.0,2.0,61.74
Marathahalli,1785.0,3.0,2.0,3.0,94.0
Koramangala,2292.0,3.0,2.0,3.0,286.0
Kothanur,1460.0,3.0,3.0,3.0,71.0
Chikkalasandra,1230.0,2.0,2.0,2.0,48.0
Yelahanka New Town,650.0,1.0,1.0,1.0,20.0
Thanisandra,1220.0,2.0,1.0,2.0,43.92
Ramamurthy Nagar,1100.0,2.0,0.0,2.0,68.0
Kasavanhalli,1719.0,3.0,2.0,3.0,116.0
Budigere,664.0,1.0,1.0,1.0,35.0
Yeshwanthpur,717.0,2.0,0.0,2.0,49.475
Whitefield,1520.0,2.0,2.0,3.0,150.0
Uttarahalli,1350.0,2.0,2.0,3.0,53.0
Kothanur,1760.0,3.0,0.0,3.0,150.0
Hennur,1231.0,2.0,2.0,2.0,48.0
Somasundara Palya,1174.0,2.0,3.0,2.0,74.0
Kanakpura Road,2200.0,3.0,2.0,3.0,130.0
Devanahalli,1080.0,2.0,1.0,2.0,44.0
Indira Nagar,2070.0,3.0,2.0,3.0,225.0
Electronic City,1020.0,2.0,1.0,2.0,29.46
Begur Road,1500.0,2.0,3.0,3.0,55.0
Kodichikkanahalli,3250.0,4.0,1.0,4.0,180.0
Uttarahalli,1175.0,2.0,1.0,2.0,47.0
Channasandra,1030.0,2.0,1.0,2.0,34.5
Hebbal,1440.0,2.0,1.0,2.0,115.0
Hoodi,1500.0,2.0,1.0,2.0,84.0
Thanisandra,1380.0,1.0,1.0,1.0,62.1
Harlur,2240.0,5.0,2.0,3.0,155.0
Hegde Nagar,1584.01,3.0,1.0,3.0,103.0
R.T. Nagar,1200.0,2.0,3.0,2.0,45.0
Sarjapur  Road,685.0,1.0,1.0,1.0,40.0
Kodichikkanahalli,1125.0,2.0,1.0,2.0,52.0
Hebbal,1100.0,2.0,1.0,2.0,54.0
Jigani,2400.0,3.0,2.0,3.0,149.0
Electronic City Phase II,1400.0,2.0,2.0,3.0,41.58
Jakkur,1858.0,3.0,1.0,3.0,98.3
HSR Layout,1185.0,2.0,2.0,2.0,60.0
Hennur,1255.0,2.0,1.0,2.0,58.0
Rajaji Nagar,3436.0,6.0,3.0,4.0,475.0
Kudlu Gate,1335.0,3.0,2.0,3.0,89.0
Dodda Nekkundi,1999.0,3.0,2.0,3.0,132.0
Kundalahalli,1397.0,3.0,2.0,3.0,110.0
Yelahanka New Town,1200.0,2.0,1.0,2.0,130.0
Raja Rajeshwari Nagar,1140.0,2.0,2.0,2.0,38.55
Kanakpura Road,525.0,1.0,1.0,1.0,30.0
Varthur,1200.0,2.0,1.0,3.0,98.0
Balagere,1205.47,2.0,1.0,2.0,81.0
Electronic City,1700.0,3.0,2.0,3.0,75.0
Kanakpura Road,1090.0,2.0,1.0,2.0,54.54
Yeshwanthpur,3600.0,5.0,0.0,4.0,220.0
Thanisandra,923.0,1.0,1.0,1.0,60.84
Green Glen Layout,1050.0,2.0,2.0,2.0,48.0
Whitefield,1495.0,2.0,2.0,2.0,79.5
Hennur Road,1664.0,3.0,0.0,3.0,93.865
Electronic City,1400.0,2.0,1.0,3.0,48.0
Indira Nagar,500.0,1.0,0.0,1.0,70.0
Sarjapur  Road,944.0,2.0,1.0,2.0,35.0
Whitefield,3250.0,5.0,0.0,5.0,290.0
Whitefield,1216.0,2.0,1.0,2.0,66.48
Thanisandra,1743.0,3.0,2.0,3.0,93.25
Yelahanka,1274.0,2.0,2.0,2.0,48.42
Mysore Road,1512.0,2.0,2.0,3.0,110.0
Doddathoguru,1875.0,3.0,1.0,3.0,55.0
Whitefield,1350.0,3.0,2.0,3.0,54.0
Hormavu,1141.0,2.0,1.0,2.0,44.4
Sarjapur  Road,915.0,2.0,1.0,2.0,38.0
Bannerghatta Road,1115.0,2.0,1.0,2.0,65.12
Thigalarapalya,2072.0,4.0,2.0,3.0,139.0
Kaggadasapura,1200.0,2.0,2.0,2.0,53.0
Bellandur,1457.0,2.0,2.0,2.0,85.0
Attibele,420.0,1.0,1.0,1.0,17.0
Kanakapura,1160.0,2.0,1.0,2.0,46.39
Kasavanhalli,1115.0,2.0,2.0,2.0,50.0
JP Nagar,1315.0,2.0,1.0,3.0,85.4
HSR Layout,1127.0,2.0,1.0,2.0,68.0
Kundalahalli,1397.0,3.0,2.0,3.0,104.0
Whitefield,1173.0,2.0,1.0,2.0,60.0
Sarjapur  Road,2720.0,5.0,0.0,3.0,210.0
Jakkur,1230.0,2.0,1.0,2.0,76.0
Sarjapur  Road,858.0,2.0,1.0,2.0,31.57
Talaghattapura,1868.0,3.0,1.0,3.0,121.0
Uttarahalli,1689.28,3.0,2.0,3.0,91.2
Banashankari,1425.0,3.0,3.0,3.0,49.88
Uttarahalli,1310.0,2.0,1.0,3.0,85.0
Haralur Road,3185.0,4.0,0.0,4.0,175.0
Kundalahalli,1397.0,3.0,3.0,3.0,108.0
Sarjapur,1157.0,2.0,1.0,2.0,40.0
Kasavanhalli,1125.0,2.0,1.0,2.0,61.2
Sarjapur  Road,1241.0,2.0,1.0,2.0,82.0
Brookefield,1139.0,2.0,2.0,2.0,80.0
Thigalarapalya,3122.0,5.0,2.0,4.0,225.0
Yeshwanthpur,1168.0,2.0,2.0,2.0,64.08
Chandapura,877.0,2.0,3.0,2.0,42.0
Electronics City Phase 1,1340.0,2.0,2.0,2.0,75.0
Malleshwaram,675.0,2.0,0.0,3.0,148.0
7th Phase JP Nagar,1850.0,3.0,2.0,3.0,150.0
Hormavu,1130.0,2.0,1.0,2.0,42.3
Begur Road,1410.0,2.0,3.0,3.0,52.17
Bommanahalli,1375.0,3.0,2.0,3.0,59.0
Hennur Road,1290.0,2.0,1.0,3.0,94.5
Hosa Road,1318.0,2.0,1.0,3.0,85.28
Electronic City,1128.0,2.0,1.0,2.0,68.0
Kanakpura Road,1051.0,2.0,2.0,2.0,56.74
Kengeri,3500.0,5.0,0.0,3.0,275.0
Yelahanka,1327.0,2.0,3.0,2.0,85.0
Thigalarapalya,2912.0,6.0,2.0,4.0,210.0
Varthur,1200.0,3.0,1.0,3.0,67.75
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88
Sarjapur  Road,984.0,2.0,1.0,2.0,45.91
Jakkur,1819.18,3.0,1.0,3.0,160.0
Nagarbhavi,900.0,1.0,0.0,1.0,175.0
Hebbal,1355.0,3.0,1.0,3.0,83.87
Malleshwaram,2475.0,4.0,3.0,3.0,300.0
Kaggadasapura,1118.0,2.0,0.0,2.0,30.0
Hosakerehalli,1304.0,2.0,3.0,2.0,100.0
Begur Road,1615.0,3.0,2.0,3.0,58.0
Sarjapur  Road,1400.0,2.0,2.0,2.0,68.0
CV Raman Nagar,1070.0,2.0,2.0,2.0,47.5
Hebbal,3500.0,3.0,3.0,3.0,395.0
Hoodi,1132.0,2.0,1.0,2.0,89.37
Raja Rajeshwari Nagar,1090.0,2.0,2.0,2.0,43.59
Gottigere,1500.0,3.0,2.0,3.0,70.0
Kanakpura Road,525.0,1.0,1.0,1.0,30.0
Bhoganhalli,1447.0,2.0,1.0,2.0,75.97
Whitefield,1269.0,2.0,1.0,2.0,75.0
Kanakpura Road,1070.0,2.0,2.0,2.0,37.45
Marathahalli,1208.0,2.0,2.0,2.0,70.0
Ramamurthy Nagar,1185.0,2.0,1.0,2.0,45.5
Anekal,888.0,2.0,1.0,2.0,34.0
Chandapura,1015.0,2.0,2.0,2.0,25.88
Electronic City,700.0,1.0,1.0,1.0,35.0
Uttarahalli,1175.0,2.0,1.0,2.0,47.0
Doddathoguru,984.0,2.0,1.0,2.0,51.0
Hebbal,2700.0,2.0,2.0,4.0,100.0
Haralur Road,1300.0,2.0,2.0,2.0,79.0
Akshaya Nagar,1666.0,3.0,0.0,3.0,95.0
Uttarahalli,1137.0,2.0,1.0,2.0,63.0
Electronic City,1360.0,2.0,1.0,3.0,70.5
Whitefield,3227.0,5.0,0.0,5.0,250.0
Kasavanhalli,2170.0,3.0,2.0,3.0,151.0
Electronic City Phase II,1790.0,3.0,3.0,3.0,100.0
Doddathoguru,550.0,1.0,1.0,1.0,17.0
Somasundara Palya,1033.0,2.0,2.0,2.0,48.0
Marathahalli,1730.0,3.0,3.0,3.0,139.0
Kasavanhalli,1915.0,3.0,3.0,3.0,80.0
Whitefield,1545.0,3.0,2.0,3.0,79.0
Hebbal Kempapura,1150.0,2.0,2.0,2.0,40.0
Kengeri,963.0,2.0,2.0,2.0,40.0
Basavangudi,2600.0,4.0,3.0,4.0,260.0
Yelahanka,1371.0,2.0,2.0,3.0,65.0
Hennur Road,901.0,2.0,1.0,2.0,49.5
Ambalipura,1730.0,3.0,1.0,3.0,120.0
Sarjapur  Road,3785.0,6.0,0.0,4.0,280.0
Yelahanka New Town,350.0,1.0,1.0,1.0,13.5
Varthur,1665.0,3.0,1.0,3.0,53.0
Ramamurthy Nagar,1400.0,3.0,3.0,3.0,200.0
Sarjapur  Road,835.0,1.0,1.0,1.0,46.95
Haralur Road,1444.0,2.0,1.0,3.0,80.0
Kanakapura,1277.0,2.0,2.0,2.0,55.0
Old Madras Road,2760.0,5.0,2.0,3.0,157.0
Marathahalli,1325.0,1.0,1.0,2.0,92.0
Marathahalli,1525.0,3.0,2.0,3.0,90.0
Electronics City Phase 1,650.0,1.0,1.0,1.0,23.0
Old Airport Road,1858.0,2.0,1.0,3.0,167.0
Electronic City,1150.0,2.0,1.0,2.0,38.0
Electronic City Phase II,769.0,2.0,1.0,2.0,40.0
Electronic City,1571.0,3.0,2.0,3.0,105.0
Hennur Road,1445.0,3.0,1.0,3.0,86.56
Hosur Road,1590.0,2.0,2.0,3.0,135.0
Bommasandra,902.0,2.0,2.0,2.0,49.0
Sarjapur,2238.0,3.0,1.0,3.0,140.0
Electronic City,1090.0,2.0,1.0,2.0,31.49
Yelahanka,1712.0,3.0,3.0,3.0,82.0
Haralur Road,1088.0,2.0,1.0,2.0,68.0
Somasundara Palya,1575.0,3.0,3.0,3.0,63.1
Kundalahalli,1920.0,3.0,2.0,3.0,150.0
Electronic City,1089.0,2.0,2.0,2.0,45.0
Horamavu Agara,1106.0,2.0,1.0,2.0,43.09
Kengeri,927.0,2.0,2.0,2.0,37.0
Kanakpura Road,1339.0,2.0,2.0,2.0,58.0
Thanisandra,923.0,1.0,1.0,1.0,45.69
Sarjapur  Road,2900.0,3.0,2.0,3.0,285.0
Lakshminarayana Pura,1175.0,2.0,2.0,2.0,75.0
Hebbal,2400.0,4.0,1.0,3.0,180.0
Subramanyapura,1330.0,3.0,2.0,3.0,72.0
Thanisandra,1183.0,2.0,1.0,2.0,59.74
Harlur,1758.0,3.0,2.0,3.0,133.0
Nagarbhavi,1200.0,3.0,2.0,3.0,265.0
Hebbal,1255.0,2.0,1.0,3.0,77.68
Ramamurthy Nagar,1170.0,2.0,2.0,2.0,46.8
Raja Rajeshwari Nagar,1530.0,3.0,3.0,3.0,51.77
Hebbal,1420.0,2.0,2.0,2.0,107.0
Kanakpura Road,1591.0,3.0,1.0,3.0,115.0
7th Phase JP Nagar,1680.0,3.0,2.0,3.0,120.0
Hoodi,1055.0,2.0,1.0,2.0,57.63
Sarjapur  Road,1280.0,2.0,1.0,2.0,76.0
Nagarbhavi,1560.0,3.0,3.0,3.0,66.0
Sarjapur  Road,1145.0,2.0,2.0,2.0,49.5
Talaghattapura,2106.0,3.0,2.0,3.0,126.0
Rajaji Nagar,1718.0,3.0,2.0,2.0,288.0
Whitefield,1306.0,3.0,2.0,3.0,54.65
Hebbal,1320.0,2.0,1.0,2.0,92.0
Bannerghatta Road,1344.0,2.0,1.0,3.0,42.0
Bannerghatta Road,1893.0,3.0,2.0,3.0,100.0
Chandapura,1107.0,2.0,1.0,3.0,43.0
Lakshminarayana Pura,1190.0,2.0,1.0,2.0,75.0
Whitefield,1000.0,2.0,1.0,2.0,35.0
Jalahalli,2113.0,3.0,2.0,3.0,155.0
KR Puram,1100.0,2.0,1.0,2.0,46.0
Electronic City,1110.0,2.0,1.0,2.0,40.0
Kudlu,1027.0,2.0,2.0,2.0,43.0
Sarjapur  Road,1470.0,3.0,0.0,3.0,62.0
Kudlu Gate,703.0,1.0,1.0,1.0,52.0
Bellandur,1195.0,2.0,2.0,2.0,51.0
Begur Road,1583.0,3.0,1.0,3.0,74.4
Whitefield,3262.0,4.0,2.0,4.0,260.0
Electronic City,1600.0,3.0,2.0,3.0,104.0
Old Airport Road,1150.0,2.0,1.0,2.0,90.0
Sarjapur  Road,1263.0,2.0,1.0,2.0,78.0
Kanakpura Road,1299.0,2.0,2.0,2.0,85.0
Banashankari,1330.0,2.0,1.0,2.0,78.0
Devanahalli,1282.0,2.0,2.0,3.0,52.43
Bannerghatta Road,1600.0,3.0,2.0,3.0,95.0
Hebbal,919.0,2.0,1.0,2.0,49.0
Whitefield,1386.0,3.0,1.0,3.0,57.46
Harlur,1197.0,2.0,1.0,2.0,79.0
Old Airport Road,2690.0,4.0,3.0,4.0,191.0
Bommasandra,1295.0,2.0,1.0,3.0,50.28
Whitefield,1132.0,2.0,1.0,2.0,79.28
Hebbal,1645.0,3.0,2.0,3.0,135.0
Whitefield,1200.0,2.0,1.0,2.0,45.84
Whitefield,3000.0,4.0,0.0,4.0,330.0
Marathahalli,1937.0,3.0,2.0,3.0,140.0
Doddathoguru,1015.0,2.0,2.0,2.0,33.5
Kengeri Satellite Town,1149.0,2.0,2.0,3.0,29.0
Kothanur,1185.0,2.0,2.0,2.0,59.0
Hebbal,2080.0,3.0,3.0,3.0,175.0
Yelahanka,1566.0,3.0,2.0,3.0,97.0
Rajaji Nagar,2386.0,3.0,0.0,3.0,334.0
KR Puram,1290.0,2.0,1.0,2.0,49.02
Electronic City Phase II,1400.0,2.0,2.0,3.0,40.43
Electronic City,550.0,1.0,1.0,2.0,15.0
Whitefield,1140.0,2.0,2.0,2.0,39.0
Tumkur Road,1343.5,3.0,0.0,3.0,57.76
Whitefield,2830.0,5.0,2.0,4.0,160.0
Uttarahalli,1315.0,2.0,2.0,3.0,74.0
Varthur,1111.0,2.0,2.0,2.0,41.88
Bannerghatta Road,1275.0,2.0,2.0,2.0,65.0
Rachenahalli,1224.0,2.0,3.0,2.0,39.2
Rachenahalli,1050.0,2.0,2.0,2.0,52.1
Kudlu Gate,1535.0,3.0,2.0,3.0,86.0
Bellandur,1050.0,2.0,2.0,2.0,72.0
Hosa Road,1513.0,3.0,1.0,3.0,103.0
Gottigere,1621.0,3.0,3.0,3.0,72.0
Bannerghatta Road,892.0,2.0,1.0,2.0,39.0
Whitefield,1205.0,2.0,1.0,2.0,40.0
Hebbal,1355.0,3.0,2.0,3.0,83.87
Indira Nagar,1400.0,2.0,2.0,2.0,168.0
Kengeri,726.0,2.0,1.0,2.0,35.0
Hebbal,3895.0,4.0,2.0,4.0,405.0
Horamavu Agara,1079.0,2.0,2.0,2.0,41.0
Begur Road,1170.0,2.0,2.0,2.0,46.0
Doddathoguru,1104.0,2.0,2.0,2.0,39.0
Kanakpura Road,950.0,2.0,1.0,2.0,45.0
Ramagondanahalli,1215.0,2.0,1.0,2.0,45.5
Talaghattapura,1868.0,3.0,1.0,3.0,135.0
Electronic City,1130.0,2.0,1.0,2.0,32.63
Kanakpura Road,1570.0,3.0,3.0,3.0,64.5
Sarjapur  Road,1691.0,3.0,1.0,3.0,98.0
Hulimavu,1225.0,2.0,2.0,2.0,55.0
JP Nagar,1690.0,3.0,2.0,3.0,112.0
Thigalarapalya,1418.0,2.0,2.0,2.0,103.0
Electronic City Phase II,900.0,2.0,2.0,2.0,32.5
Hoodi,780.0,3.0,1.0,3.0,62.0
Sarjapur  Road,3416.5,6.0,0.0,4.0,143.0
Thanisandra,3216.0,4.0,1.0,4.0,226.0
Kudlu,1092.0,2.0,2.0,2.0,44.0
Hulimavu,1255.0,2.0,2.0,2.0,74.0
Electronic City,1500.0,2.0,1.0,3.0,100.0
Thanisandra,1296.0,2.0,2.0,2.0,72.0
Raja Rajeshwari Nagar,1023.0,2.0,2.0,2.0,42.0
Thanisandra,1020.0,2.0,1.0,2.0,44.5
Hosakerehalli,1925.0,2.0,1.0,2.0,50.0
Jakkur,1374.0,3.0,2.0,3.0,68.0
Green Glen Layout,1725.0,3.0,2.0,3.0,130.0
Bisuvanahalli,1075.0,2.0,1.0,3.0,50.0
Marathahalli,1550.0,3.0,2.0,3.0,83.0
Uttarahalli,1215.0,2.0,2.0,3.0,52.85
Hebbal,2483.0,5.0,2.0,4.0,230.0
Kanakpura Road,1452.0,3.0,3.0,3.0,60.98
Electronic City Phase II,1329.0,2.0,2.0,3.0,41.0
Sarjapur  Road,1350.0,3.0,3.0,3.0,39.97
Uttarahalli,1312.5,3.0,0.0,3.0,51.19
Hebbal,2600.0,3.0,2.0,3.0,195.0
Electronic City Phase II,1220.0,3.0,1.0,3.0,35.23
Somasundara Palya,1329.0,2.0,2.0,2.0,70.0
Chandapura,1200.0,2.0,1.0,2.0,60.0
Kalena Agrahara,800.0,2.0,2.0,2.0,30.0
Hormavu,1500.0,3.0,3.0,3.0,70.0
Bannerghatta Road,1880.0,3.0,2.0,3.0,95.0
Electronic City,1440.0,2.0,2.0,3.0,55.0
Akshaya Nagar,1575.0,3.0,0.0,3.0,90.0
Yelahanka,1180.0,3.0,1.0,3.0,55.0
Varthur,1097.0,2.0,1.0,2.0,33.82
Raja Rajeshwari Nagar,1070.0,2.0,1.0,2.0,50.0
Jigani,937.0,2.0,1.0,2.0,44.0
Green Glen Layout,1075.0,2.0,1.0,2.0,60.0
Panathur,1000.0,2.0,1.0,2.0,65.3
Kasavanhalli,1450.0,3.0,0.0,3.0,77.41
Marathahalli,1350.0,2.0,1.0,2.0,86.0
Devanahalli,1174.0,2.0,1.0,2.0,59.0
Hosur Road,1890.0,3.0,2.0,3.0,162.0
Gottigere,1304.0,3.0,3.0,3.0,80.0
Yelahanka,1653.0,3.0,2.0,3.0,120.0
Bisuvanahalli,1075.0,2.0,1.0,3.0,52.0
7th Phase JP Nagar,1212.0,3.0,1.0,2.0,42.0
Rajaji Nagar,3436.0,6.0,3.0,4.0,500.0
Kudlu Gate,1532.0,3.0,2.0,3.0,83.0
Uttarahalli,1325.0,2.0,1.0,2.0,53.0
Electronic City,1156.0,2.0,2.0,3.0,44.0
R.T. Nagar,2000.0,4.0,2.0,4.0,320.0
Bannerghatta Road,1260.0,2.0,2.0,2.0,70.0
Vittasandra,1934.0,2.0,0.0,2.0,90.0
Kasavanhalli,1476.0,3.0,1.0,3.0,95.0
Hulimavu,1175.0,2.0,0.0,2.0,45.0
Indira Nagar,2400.0,4.0,2.0,4.0,525.0
Whitefield,1195.0,2.0,1.0,2.0,70.0
Hosur Road,1180.0,2.0,2.0,2.0,36.5
Jakkur,1050.0,2.0,1.0,2.0,49.87
Electronic City,1400.0,2.0,1.0,3.0,40.44
Subramanyapura,929.0,2.0,1.0,2.0,48.0
Jigani,1252.0,3.0,3.0,3.0,61.0
Green Glen Layout,1485.0,3.0,2.0,3.0,115.0
Electronics City Phase 1,1124.0,2.0,2.0,3.0,55.0
TC Palaya,2400.0,6.0,3.0,6.0,370.0
Indira Nagar,1407.0,3.0,1.0,3.0,120.0
Hennur Road,1482.0,2.0,3.0,3.0,97.0
Jalahalli,1570.0,3.0,2.0,3.0,140.0
Whitefield,3480.0,4.0,0.0,3.0,284.0
Chandapura,520.0,1.0,1.0,1.0,14.04
Electronic City,1152.0,2.0,1.0,2.0,65.0
Marathahalli,957.0,2.0,1.0,2.0,47.0
Ramamurthy Nagar,1150.0,2.0,2.0,2.0,51.0
Whitefield,1738.0,2.0,3.0,3.0,79.0
Bommanahalli,1250.0,3.0,2.0,3.0,55.0
Bannerghatta Road,1788.0,3.0,2.0,3.0,90.0
Kanakapura,1151.0,2.0,1.0,2.0,59.0
Uttarahalli,1300.0,2.0,2.0,3.0,60.0
Hebbal,1645.0,3.0,2.0,3.0,117.0
7th Phase JP Nagar,1175.0,2.0,2.0,2.0,82.5
Balagere,1007.0,2.0,1.0,2.0,65.0
Kothanur,1436.0,3.0,3.0,3.0,70.0
Somasundara Palya,2372.0,3.0,0.0,3.0,140.0
Rajaji Nagar,1200.0,2.0,0.0,2.0,150.0
Dodda Nekkundi,1100.0,2.0,2.0,2.0,48.0
Electronic City,1070.0,2.0,1.0,2.0,60.0
Hennur,1040.0,2.0,2.0,2.0,42.12
Tumkur Road,1137.5,2.0,0.0,2.0,48.905
Thanisandra,1430.0,2.0,2.0,3.0,51.6
Rajaji Nagar,1160.0,1.0,0.0,2.0,163.0
Rachenahalli,1050.0,2.0,2.0,2.0,53.5
Hebbal,1251.0,2.0,1.0,2.0,88.73
HSR Layout,1600.0,2.0,2.0,3.0,115.0
Electronic City,1128.0,2.0,1.0,2.0,65.5
Budigere,1820.0,3.0,2.0,3.0,93.0
Thigalarapalya,2072.0,4.0,2.0,3.0,159.0
Raja Rajeshwari Nagar,1510.0,2.0,3.0,3.0,59.0
Hoodi,1925.0,2.0,3.0,3.0,114.0
Hennur Road,2651.0,2.0,2.0,3.0,225.0
Thigalarapalya,2072.0,4.0,2.0,3.0,147.0
KR Puram,1752.0,3.0,2.0,3.0,145.0
Sahakara Nagar,960.0,2.0,3.0,2.0,56.0
Lakshminarayana Pura,1200.0,2.0,1.0,2.0,75.0
Bisuvanahalli,1180.0,2.0,1.0,3.0,46.0
Bannerghatta Road,1157.0,2.0,0.0,2.0,40.0
Kanakpura Road,1300.0,3.0,2.0,3.0,69.0
Hegde Nagar,2006.0,4.0,2.0,3.0,196.0
Jakkur,1290.0,2.0,1.0,2.0,80.0
Lakshminarayana Pura,1200.0,2.0,2.0,2.0,75.0
Hormavu,1725.0,3.0,2.0,3.0,85.0
Kanakpura Road,700.0,2.0,1.0,2.0,40.0
Hoodi,1112.0,2.0,1.0,2.0,88.0
Somasundara Palya,1178.0,2.0,0.0,2.0,78.0
Doddathoguru,915.0,2.0,1.0,2.0,32.0
Hosur Road,760.0,1.0,2.0,1.0,21.28
Kanakpura Road,1450.0,3.0,3.0,3.0,54.3
Uttarahalli,850.0,2.0,2.0,2.0,35.0
Green Glen Layout,1715.0,3.0,2.0,3.0,115.0
Basavangudi,2300.0,3.0,0.0,3.0,317.0
Electronic City,1200.0,2.0,1.0,2.0,59.0
8th Phase JP Nagar,1080.0,2.0,2.0,2.0,38.0
Kasavanhalli,1200.0,2.0,1.0,2.0,50.3
Banashankari,1400.0,2.0,1.0,3.0,78.0
Kanakpura Road,458.0,1.0,0.0,1.0,19.695
Marathahalli,1230.0,2.0,1.0,2.0,57.0
Banashankari,1700.0,3.0,2.0,3.0,125.0
Bommasandra,1478.0,2.0,0.0,3.0,44.0
Banashankari,1020.0,2.0,2.0,2.0,40.79
Nagarbhavi,1200.0,2.0,1.0,2.0,150.0
Yelahanka,1275.0,2.0,2.0,3.0,95.0
Kanakapura,1110.0,2.0,2.0,2.0,38.85
Uttarahalli,1627.86,3.0,2.0,3.0,88.0
Whitefield,3004.0,4.0,2.0,4.0,285.0
Hosa Road,1133.0,2.0,1.0,2.0,52.0
Hennur Road,1182.0,2.0,2.0,2.0,82.5
Tumkur Road,1500.0,3.0,3.0,3.0,100.0
Hebbal Kempapura,3900.0,5.0,0.0,4.0,360.0
Marathahalli,1200.0,2.0,2.0,2.0,58.0
Raja Rajeshwari Nagar,1128.0,2.0,1.0,2.0,48.79
Malleshwaram,2345.0,3.0,0.0,3.0,293.0
Kengeri Satellite Town,635.0,1.0,1.0,2.0,22.0
Vidyaranyapura,600.0,3.0,2.0,4.0,78.0
Old Madras Road,1171.0,2.0,2.0,2.0,75.0
Sarjapur,2020.0,3.0,3.0,3.0,85.0
8th Phase JP Nagar,1059.0,2.0,2.0,2.0,34.5
Panathur,1315.0,2.0,1.0,3.0,59.1
Jakkur,1760.0,3.0,2.0,3.0,110.0
Hennur Road,1192.0,2.0,1.0,3.0,62.0
Hebbal,1645.0,3.0,2.0,3.0,121.0
Whitefield,1250.0,2.0,2.0,2.0,72.0
Whitefield,709.0,1.0,0.0,1.0,34.385
Whitefield,1340.0,2.0,1.0,2.0,77.0
Hosa Road,1369.1,2.0,1.0,2.0,104.0
Bannerghatta Road,1150.0,2.0,2.0,2.0,65.0
Kanakapura,1938.0,3.0,3.0,3.0,113.0
Begur Road,2462.0,4.0,3.0,4.0,124.0
Budigere,1636.0,3.0,2.0,3.0,85.0
Akshaya Nagar,1430.0,2.0,2.0,3.0,75.0
Electronic City Phase II,993.0,2.0,2.0,3.0,50.0
Kanakpura Road,1700.0,3.0,3.0,3.0,88.0
Yelahanka,1270.0,2.0,2.0,2.0,78.0
Koramangala,2300.0,3.0,3.0,3.0,290.0
Marathahalli,1650.0,3.0,3.0,3.0,86.45
Panathur,1109.0,2.0,1.0,2.0,63.0
Sarjapur,2885.0,3.0,1.0,4.0,185.0
Devanahalli,1600.0,3.0,2.0,3.0,180.0
Kothanur,1462.0,3.0,3.0,3.0,71.0
Marathahalli,607.0,1.0,1.0,1.0,35.0
Malleshwaram,2600.0,3.0,1.0,3.0,237.0
JP Nagar,3000.0,4.0,2.0,4.0,140.0
Electronic City Phase II,1418.0,3.0,2.0,3.0,52.47
CV Raman Nagar,1825.0,3.0,2.0,3.0,126.0
Whitefield,1320.0,2.0,3.0,2.0,79.5
JP Nagar,3000.0,4.0,2.0,4.0,140.0
Whitefield,750.0,2.0,1.0,2.0,52.7
Yelahanka,1400.0,2.0,2.0,3.0,80.54
Mahadevpura,3295.0,4.0,2.0,5.0,260.0
Whitefield,1200.0,3.0,1.0,3.0,61.96
Gottigere,812.0,1.0,1.0,1.0,26.0
KR Puram,1100.0,2.0,2.0,2.0,43.0
Whitefield,1180.0,2.0,2.0,2.0,41.0
HSR Layout,1145.0,2.0,2.0,2.0,48.0
Haralur Road,1027.0,2.0,1.0,2.0,44.0
Hegde Nagar,1200.0,2.0,0.0,2.0,75.0
Whitefield,3000.0,4.0,3.0,4.0,306.0
7th Phase JP Nagar,3300.0,4.0,3.0,3.0,160.0
JP Nagar,1300.0,2.0,1.0,2.0,109.0
Hebbal Kempapura,1300.0,2.0,2.0,2.0,102.0
Hosa Road,1512.0,3.0,1.0,3.0,123.0
Bhoganhalli,1053.4,3.0,1.0,3.0,88.91
Yeshwanthpur,605.0,1.0,0.0,1.0,41.745
Hormavu,1153.0,2.0,1.0,2.0,65.0
Hulimavu,1255.0,2.0,2.0,2.0,69.0
Bannerghatta Road,2835.0,5.0,0.0,4.0,260.0
Marathahalli,1583.0,3.0,3.0,3.0,109.0
Subramanyapura,975.0,2.0,1.0,2.0,63.0
Channasandra,1115.0,2.0,1.0,2.0,40.0
Sarjapur  Road,1308.0,2.0,1.0,2.0,83.0
Uttarahalli,1490.0,2.0,2.0,3.0,59.6
Sarjapur  Road,1592.0,3.0,1.0,3.0,91.0
Rajaji Nagar,1222.0,2.0,0.0,2.0,112.0
Raja Rajeshwari Nagar,1267.0,2.0,2.0,2.0,42.85
Balagere,656.0,1.0,1.0,1.0,53.0
Dodda Nekkundi,3400.0,4.0,3.0,4.0,530.0
